county,year,irrigation,variable,stage,value
JeffDavis,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Squaring,22.66956522
JeffDavis,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Flowering,23.07826087
JeffDavis,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Cut-Out,21.05142857
JeffDavis,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Opening Bolls,13.08253968
JeffDavis,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Total Growing Season,19.01061453
JeffDavis,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Emergence,31.375
JeffDavis,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Vegetative,30.88709677
JeffDavis,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Squaring,32
JeffDavis,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Flowering,32.04347826
JeffDavis,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Cut-Out,31.40857143
JeffDavis,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Opening Bolls,25.63492063
JeffDavis,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Total Growing Season,29.44301676
JeffDavis,2021,irrigated,Mean-Vapor Pressure (Pa),Emergence,NA
JeffDavis,2021,irrigated,Mean-Vapor Pressure (Pa),Vegetative,NA
JeffDavis,2021,irrigated,Mean-Vapor Pressure (Pa),Squaring,NA
JeffDavis,2021,irrigated,Mean-Vapor Pressure (Pa),Flowering,NA
JeffDavis,2021,irrigated,Mean-Vapor Pressure (Pa),Cut-Out,NA
JeffDavis,2021,irrigated,Mean-Vapor Pressure (Pa),Opening Bolls,NA
JeffDavis,2021,irrigated,Mean-Vapor Pressure (Pa),Total Growing Season,NA
Pulaski,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Emergence,NA
Pulaski,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Vegetative,NA
Pulaski,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Squaring,NA
Pulaski,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Flowering,NA
Pulaski,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Cut-Out,NA
Pulaski,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Opening Bolls,NA
Pulaski,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Total Growing Season,NA
Pulaski,2021,irrigated,Accumulated-Days Degree,Emergence,73.75
Pulaski,2021,irrigated,Accumulated-Days Degree,Vegetative,591.35
Pulaski,2021,irrigated,Accumulated-Days Degree,Squaring,435.8
Pulaski,2021,irrigated,Accumulated-Days Degree,Flowering,441.2
Pulaski,2021,irrigated,Accumulated-Days Degree,Cut-Out,623.65
Pulaski,2021,irrigated,Accumulated-Days Degree,Opening Bolls,687
Pulaski,2021,irrigated,Accumulated-Days Degree,Total Growing Season,2852.75
Pulaski,2021,irrigated,Accumulated-Precipitation (mm),Emergence,14.986
Pulaski,2021,irrigated,Accumulated-Precipitation (mm),Vegetative,90.424
Pulaski,2021,irrigated,Accumulated-Precipitation (mm),Squaring,171.704
Pulaski,2021,irrigated,Accumulated-Precipitation (mm),Flowering,114.554
Pulaski,2021,irrigated,Accumulated-Precipitation (mm),Cut-Out,106.426
Pulaski,2021,irrigated,Accumulated-Precipitation (mm),Opening Bolls,89.154
Pulaski,2021,irrigated,Accumulated-Precipitation (mm),Total Growing Season,587.248
Pulaski,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Emergence,21.6
Pulaski,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Vegetative,21.91875
Pulaski,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Squaring,22.47391304
Pulaski,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Flowering,22.46521739
Pulaski,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Cut-Out,21.85588235
Pulaski,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Opening Bolls,15.91851852
Pulaski,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Total Growing Season,20.14176471
Pulaski,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Emergence,32.05
Pulaski,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Vegetative,30.93125
Pulaski,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Squaring,30.85652174
Pulaski,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Flowering,33.53043478
Pulaski,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Cut-Out,32.17941176
Pulaski,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Opening Bolls,28.23518519
Pulaski,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Total Growing Season,30.69235294
Pulaski,2021,irrigated,Mean-Vapor Pressure (Pa),Emergence,NA
Pulaski,2021,irrigated,Mean-Vapor Pressure (Pa),Vegetative,NA
Pulaski,2021,irrigated,Mean-Vapor Pressure (Pa),Squaring,NA
Pulaski,2021,irrigated,Mean-Vapor Pressure (Pa),Flowering,NA
Pulaski,2021,irrigated,Mean-Vapor Pressure (Pa),Cut-Out,NA
Pulaski,2021,irrigated,Mean-Vapor Pressure (Pa),Opening Bolls,NA
Pulaski,2021,irrigated,Mean-Vapor Pressure (Pa),Total Growing Season,NA
Turner,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Emergence,NA
Turner,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Vegetative,NA
Turner,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Squaring,NA
Turner,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Flowering,NA
Turner,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Cut-Out,NA
Turner,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Opening Bolls,NA
Turner,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Total Growing Season,NA
Turner,2021,dryland,Accumulated-Days Degree,Emergence,71.35
Turner,2021,dryland,Accumulated-Days Degree,Vegetative,586.5
Turner,2021,dryland,Accumulated-Days Degree,Squaring,444
Turner,2021,dryland,Accumulated-Days Degree,Flowering,447.15
Turner,2021,dryland,Accumulated-Days Degree,Cut-Out,621.35
Turner,2021,dryland,Accumulated-Days Degree,Opening Bolls,805.5
Turner,2021,dryland,Accumulated-Days Degree,Total Growing Season,2975.85
Turner,2021,dryland,Accumulated-Precipitation (mm),Emergence,9.398
Turner,2021,dryland,Accumulated-Precipitation (mm),Vegetative,90.678
Turner,2021,dryland,Accumulated-Precipitation (mm),Squaring,87.122
Turner,2021,dryland,Accumulated-Precipitation (mm),Flowering,72.898
Turner,2021,dryland,Accumulated-Precipitation (mm),Cut-Out,147.828
Turner,2021,dryland,Accumulated-Precipitation (mm),Opening Bolls,131.826
Turner,2021,dryland,Accumulated-Precipitation (mm),Total Growing Season,539.75
Turner,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Emergence,20.95
Turner,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Vegetative,21.60625
Turner,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Squaring,22.81304348
Turner,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Flowering,22.89565217
Turner,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Cut-Out,22.36060606
Turner,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Opening Bolls,13.8025974
Turner,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Total Growing Season,18.89166667
Turner,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Emergence,33.575
Turner,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Vegetative,32.096875
Turner,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Squaring,33.22608696
Turner,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Flowering,33.63478261
Turner,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Cut-Out,31.87272727
Turner,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Opening Bolls,25.86753247
Turner,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Total Growing Season,29.91041667
Turner,2021,dryland,Mean-Vapor Pressure (Pa),Emergence,NA
Turner,2021,dryland,Mean-Vapor Pressure (Pa),Vegetative,NA
Turner,2021,dryland,Mean-Vapor Pressure (Pa),Squaring,NA
Turner,2021,dryland,Mean-Vapor Pressure (Pa),Flowering,NA
Turner,2021,dryland,Mean-Vapor Pressure (Pa),Cut-Out,NA
Turner,2021,dryland,Mean-Vapor Pressure (Pa),Opening Bolls,NA
Turner,2021,dryland,Mean-Vapor Pressure (Pa),Total Growing Season,NA
Miller,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Emergence,NA
Miller,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Vegetative,NA
Miller,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Squaring,NA
Miller,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Flowering,NA
Miller,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Cut-Out,NA
Miller,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Opening Bolls,NA
Miller,2021,irrigated,Accumulated-Solar Radiation (MJ/m2),Total Growing Season,NA
Miller,2021,irrigated,Accumulated-Days Degree,Emergence,79.95
Miller,2021,irrigated,Accumulated-Days Degree,Vegetative,567.7
Miller,2021,irrigated,Accumulated-Days Degree,Squaring,452.75
Miller,2021,irrigated,Accumulated-Days Degree,Flowering,447.75
Miller,2021,irrigated,Accumulated-Days Degree,Cut-Out,624.15
Miller,2021,irrigated,Accumulated-Days Degree,Opening Bolls,896.75
Miller,2021,irrigated,Accumulated-Days Degree,Total Growing Season,3069.05
Miller,2021,irrigated,Accumulated-Precipitation (mm),Emergence,43.434
Miller,2021,irrigated,Accumulated-Precipitation (mm),Vegetative,107.95
Miller,2021,irrigated,Accumulated-Precipitation (mm),Squaring,175.768
Miller,2021,irrigated,Accumulated-Precipitation (mm),Flowering,72.898
Miller,2021,irrigated,Accumulated-Precipitation (mm),Cut-Out,188.214
Miller,2021,irrigated,Accumulated-Precipitation (mm),Opening Bolls,427.736
Miller,2021,irrigated,Accumulated-Precipitation (mm),Total Growing Season,1016
Miller,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Emergence,15.28571429
Miller,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Vegetative,20.54545455
Miller,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Squaring,22.425
Miller,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Flowering,22.85217391
Miller,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Cut-Out,22.2969697
Miller,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Opening Bolls,14.65384615
Miller,2021,irrigated,Mean-Minimum Temperature (Celcius Degree),Total Growing Season,18.82626263
Miller,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Emergence,26.84285714
Miller,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Vegetative,31.56060606
Miller,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Squaring,30.97083333
Miller,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Flowering,32.62608696
Miller,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Cut-Out,32.02424242
Miller,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Opening Bolls,26.61923077
Miller,2021,irrigated,Mean-Maximum Temperature (Celcius Degree),Total Growing Season,29.57676768
Miller,2021,irrigated,Mean-Vapor Pressure (Pa),Emergence,NA
Miller,2021,irrigated,Mean-Vapor Pressure (Pa),Vegetative,NA
Miller,2021,irrigated,Mean-Vapor Pressure (Pa),Squaring,NA
Miller,2021,irrigated,Mean-Vapor Pressure (Pa),Flowering,NA
Miller,2021,irrigated,Mean-Vapor Pressure (Pa),Cut-Out,NA
Miller,2021,irrigated,Mean-Vapor Pressure (Pa),Opening Bolls,NA
Miller,2021,irrigated,Mean-Vapor Pressure (Pa),Total Growing Season,NA
Wilcox,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Emergence,NA
Wilcox,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Vegetative,NA
Wilcox,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Squaring,NA
Wilcox,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Flowering,NA
Wilcox,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Cut-Out,NA
Wilcox,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Opening Bolls,NA
Wilcox,2021,dryland,Accumulated-Solar Radiation (MJ/m2),Total Growing Season,NA
Wilcox,2021,dryland,Accumulated-Days Degree,Emergence,76.95
Wilcox,2021,dryland,Accumulated-Days Degree,Vegetative,583.5
Wilcox,2021,dryland,Accumulated-Days Degree,Squaring,435.25
Wilcox,2021,dryland,Accumulated-Days Degree,Flowering,452.3
Wilcox,2021,dryland,Accumulated-Days Degree,Cut-Out,632.1
Wilcox,2021,dryland,Accumulated-Days Degree,Opening Bolls,739.6
Wilcox,2021,dryland,Accumulated-Days Degree,Total Growing Season,2919.7
Wilcox,2021,dryland,Accumulated-Precipitation (mm),Emergence,55.626
Wilcox,2021,dryland,Accumulated-Precipitation (mm),Vegetative,145.034
Wilcox,2021,dryland,Accumulated-Precipitation (mm),Squaring,117.602
Wilcox,2021,dryland,Accumulated-Precipitation (mm),Flowering,53.34
Wilcox,2021,dryland,Accumulated-Precipitation (mm),Cut-Out,133.604
Wilcox,2021,dryland,Accumulated-Precipitation (mm),Opening Bolls,187.706
Wilcox,2021,dryland,Accumulated-Precipitation (mm),Total Growing Season,692.912
Wilcox,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Emergence,22.625
Wilcox,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Vegetative,22.41935484
Wilcox,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Squaring,23.10454545
Wilcox,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Flowering,23.27391304
Wilcox,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Cut-Out,21.12222222
Wilcox,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Opening Bolls,12.85862069
Wilcox,2021,dryland,Mean-Minimum Temperature (Celcius Degree),Total Growing Season,18.26699507
Wilcox,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Emergence,31.6
Wilcox,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Vegetative,31.26451613
Wilcox,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Squaring,32.97727273
Wilcox,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Flowering,32.4
Wilcox,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Cut-Out,30.65555556
Wilcox,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Opening Bolls,23.8816092
Wilcox,2021,dryland,Mean-Maximum Temperature (Celcius Degree),Total Growing Season,28.31330049
Wilcox,2021,dryland,Mean-Vapor Pressure (Pa),Emergence,NA
Wilcox,2021,dryland,Mean-Vapor Pressure (Pa),Vegetative,NA
Wilcox,2021,dryland,Mean-Vapor Pressure (Pa),Squaring,NA
Wilcox,2021,dryland,Mean-Vapor Pressure (Pa),Flowering,NA
Wilcox,2021,dryland,Mean-Vapor Pressure (Pa),Cut-Out,NA
Wilcox,2021,dryland,Mean-Vapor Pressure (Pa),Opening Bolls,NA
Wilcox,2021,dryland,Mean-Vapor Pressure (Pa),Total Growing Season,NA
Telfair,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Emergence,NA
Telfair,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Vegetative,NA
Telfair,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Squaring,NA
Telfair,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Flowering,NA
Telfair,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Cut-Out,NA
Telfair,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Opening Bolls,NA
Telfair,2022,irrigated,Accumulated-Solar Radiation (MJ/m2),Total Growing Season,NA
Telfair,2022,irrigated,Accumulated-Days Degree,Emergence,84.6
Telfair,2022,irrigated,Accumulated-Days Degree,Vegetative,572.95
Telfair,2022,irrigated,Accumulated-Days Degree,Squaring,438.1
Telfair,2022,irrigated,Accumulated-Days Degree,Flowering,458.15
Telfair,2022,irrigated,Accumulated-Days Degree,Cut-Out,621.65
Telfair,2022,irrigated,Accumulated-Days Degree,Opening Bolls,703.75
Telfair,2022,irrigated,Accumulated-Days Degree,Total Growing Season,2879.2
Telfair,2022,irrigated,Accumulated-Precipitation (mm),Emergence,0.254
Telfair,2022,irrigated,Accumulated-Precipitation (mm),Vegetative,108.712
Telfair,2022,irrigated,Accumulated-Precipitation (mm),Squaring,92.964
Telfair,2022,irrigated,Accumulated-Precipitation (mm),Flowering,79.248
Telfair,2022,irrigated,Accumulated-Precipitation (mm),Cut-Out,105.664
Telfair,2022,irrigated,Accumulated-Precipitation (mm),Opening Bolls,147.828
Telfair,2022,irrigated,Accumulated-Precipitation (mm),Total Growing Season,534.67
Telfair,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Emergence,20.88
Telfair,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Vegetative,20.00285714
Telfair,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Squaring,22.2826087
Telfair,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Flowering,22.4125
Telfair,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Cut-Out,22.06666667
Telfair,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Opening Bolls,16.54117647
Telfair,2022,irrigated,Mean-Minimum Temperature (Celcius Degree),Total Growing Season,20.03918129
Telfair,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Emergence,30.28
Telfair,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Vegetative,30.65714286
Telfair,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Squaring,32.90434783
Telfair,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Flowering,32.11666667
Telfair,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Cut-Out,32.21212121
Telfair,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Opening Bolls,29.48235294
Telfair,2022,irrigated,Mean-Maximum Temperature (Celcius Degree),Total Growing Season,31.10292398
Telfair,2022,irrigated,Mean-Vapor Pressure (Pa),Emergence,NA
Telfair,2022,irrigated,Mean-Vapor Pressure (Pa),Vegetative,NA
Telfair,2022,irrigated,Mean-Vapor Pressure (Pa),Squaring,NA
Telfair,2022,irrigated,Mean-Vapor Pressure (Pa),Flowering,NA
Telfair,2022,irrigated,Mean-Vapor Pressure (Pa),Cut-Out,NA
Telfair,2022,irrigated,Mean-Vapor Pressure (Pa),Opening Bolls,NA
Telfair,2022,irrigated,Mean-Vapor Pressure (Pa),Total Growing Season,NA
Tattnall,2022,dryland,Accumulated-Solar Radiation (MJ/m2),Emergence,NA
Tattnall,2022,dryland,Accumulated-Solar Radiation (MJ/m2),Vegetative,NA
Tattnall,2022,dryland,Accumulated-Solar Radiation (MJ/m2),Squaring,NA
Tattnall,2022,dryland,Accumulated-Solar Radiation (MJ/m2),Flowering,NA
Tattnall,2022,dryland,Accumulated-Solar Radiation (MJ/m2),Cut-Out,NA
Tattnall,2022,dryland,Accumulated-Solar Radiation (MJ/m2),Opening Bolls,NA
Tattnall,2022,dryland,Accumulated-Solar Radiation (MJ/m2),Total Growing Season,NA
Tattnall,2022,dryland,Accumulated-Days Degree,Emergence,71.5
Tattnall,2022,dryland,Accumulated-Days Degree,Vegetative,578.65
Tattnall,2022,dryland,Accumulated-Days Degree,Squaring,447.95
Tattnall,2022,dryland,Accumulated-Days Degree,Flowering,441.15
Tattnall,2022,dryland,Accumulated-Days Degree,Cut-Out,642.05
Tattnall,2022,dryland,Accumulated-Days Degree,Opening Bolls,627.45
Tattnall,2022,dryland,Accumulated-Days Degree,Total Growing Season,2808.75
Tattnall,2022,dryland,Accumulated-Precipitation (mm),Emergence,0
Tattnall,2022,dryland,Accumulated-Precipitation (mm),Vegetative,189.992
Tattnall,2022,dryland,Accumulated-Precipitation (mm),Squaring,172.72
Tattnall,2022,dryland,Accumulated-Precipitation (mm),Flowering,365.506
Tattnall,2022,dryland,Accumulated-Precipitation (mm),Cut-Out,427.99
Tattnall,2022,dryland,Accumulated-Precipitation (mm),Opening Bolls,7.874
Tattnall,2022,dryland,Accumulated-Precipitation (mm),Total Growing Season,1164.082
Tattnall,2022,dryland,Mean-Minimum Temperature (Celcius Degree),Emergence,20.975
Tattnall,2022,dryland,Mean-Minimum Temperature (Celcius Degree),Vegetative,21.8516129
Tattnall,2022,dryland,Mean-Minimum Temperature (Celcius Degree),Squaring,22.86956522
Tattnall,2022,dryland,Mean-Minimum Temperature (Celcius Degree),Flowering,23.44545455
Tattnall,2022,dryland,Mean-Minimum Temperature (Celcius Degree),Cut-Out,22.7969697
Tattnall,2022,dryland,Mean-Minimum Temperature (Celcius Degree),Opening Bolls,15.825
Tattnall,2022,dryland,Mean-Minimum Temperature (Celcius Degree),Total Growing Season,20.47454545
Tattnall,2022,dryland,Mean-Maximum Temperature (Celcius Degree),Emergence,32.9
Tattnall,2022,dryland,Mean-Maximum Temperature (Celcius Degree),Vegetative,32.32580645
Tattnall,2022,dryland,Mean-Maximum Temperature (Celcius Degree),Squaring,33.10434783
Tattnall,2022,dryland,Mean-Maximum Temperature (Celcius Degree),Flowering,32.63181818
Tattnall,2022,dryland,Mean-Maximum Temperature (Celcius Degree),Cut-Out,31.50909091
Tattnall,2022,dryland,Mean-Maximum Temperature (Celcius Degree),Opening Bolls,27.29038462
Tattnall,2022,dryland,Mean-Maximum Temperature (Celcius Degree),Total Growing Season,30.73878788
Tattnall,2022,dryland,Mean-Vapor Pressure (Pa),Emergence,NA
Tattnall,2022,dryland,Mean-Vapor Pressure (Pa),Vegetative,NA
Tattnall,2022,dryland,Mean-Vapor Pressure (Pa),Squaring,NA
